record_id,province,commune,num_pages,survey_date,original_filename,notes
LCH-MSP-006,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152304.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-007,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152305.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-008,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152306-1.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-009,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152306-2.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-010,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152306.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-011,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152307.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-012,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152308-1.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-013,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152308-2.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-014,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152308.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-015,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152309-1.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-016,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152309.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-017,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152310-1.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-018,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152310.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-019,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152311-1.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-020,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152311.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-021,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152312-1.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-022,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152312.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCH-MSP-023,lai-chau,mao-sao-phin-23phieu,7,,scan-16-7-2026/23-phieu/202607152313.pdf,"Mới — xã Mao Sao Phìn, huyện Sìn Hồ, Lai Châu."
LCA-HR-001,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152316-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-002,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152316.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-003,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152317-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-004,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152317-2.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-005,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152317.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-006,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152318-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-007,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152318.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-008,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152319-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-009,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152319.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-010,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152320-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-011,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152320-2.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-012,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152320.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-013,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152321-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-014,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152321.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-015,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152322-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-016,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152322-2.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-017,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152322.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-018,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152323-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-019,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152323.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-020,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152324-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-021,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152324.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-022,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152325-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-023,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152325.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
LCA-HR-024,lao-cai,ham-rong-25phieu,7,,scan-16-7-2026/25-phieu/202607152326-1.pdf,"Mới — xã Hàm Rồng, TP Sa Pa, Lào Cai. Sửa 22/07 sau phản hồi khách hàng: Sa Pa có 2 xã Hàm Rồng + Tả Phìn (đã tách riêng folder từ đầu, khớp ta-phin-10phieu); batch 25 phiếu này là xã Hàm Rồng, không phải 'Phường Sa Pa/Kim Long 3' như ghi tạm trước đó. record_id đổi tiền tố SPA -> HR, folder sa-pa-25phieu -> ham-rong-25phieu."
